pos,gen_pos,count
6070271,0.06070271,2
6085611,0.06085611,1
6141120,0.0614112,1
6146173,0.06146173,3
6154135,0.06154135,3
6157044,0.061570440000000004,3
6164437,0.061644370000000004,2
6167843,0.06167843,1
6192545,0.06192545,2
6202723,0.06202723,1
6228673,0.06228673,4
6249705,0.06249705,2
6278959,0.06278959,3
6281129,0.06281129,1
6309375,0.06309375,2
6338387,0.06338387,4
6358662,0.06358662,2
6361918,0.06361918,1
6368383,0.06368383,1
6461956,0.06461956,4
6471508,0.06471508000000001,2
6523749,0.06523749,2
6524615,0.06524615,1
6527256,0.06527256000000001,1
6576416,0.06576416,1
6585284,0.06585284,2
6622118,0.06622118,1
6637533,0.06637533,3
6640022,0.06640022,1
6667526,0.06667526,1
6669147,0.06669147,1
6688878,0.06688878,1
6695234,0.06695234,2
6706751,0.06706751,1
6711788,0.06711788,1
6757958,0.06757958,1
6775272,0.06775272,1
6811142,0.06811142,1
6879580,0.0687958,1
6925692,0.06925692,4
6944516,0.06944516,3
6952234,0.06952234,4
6957827,0.06957827,2
6995720,0.0699572,1
7010511,0.07010511,2
7012372,0.07012372,1
7015738,0.07015738,3
7044078,0.07044078000000001,1
7073947,0.07073947,1
7076222,0.07076222,4
7078331,0.07078331,1
7078909,0.07078909,1
7085462,0.07085462000000001,2
7091715,0.07091715,2
7117409,0.07117409,4
7122172,0.07122172,3
7126697,0.07126697,3
7164544,0.07164544,1
7179546,0.07179546,4
7204867,0.07204867,4
7208216,0.07208216,1
7246160,0.0724616,4
7267960,0.0726796,1
7275256,0.07275256000000001,3
7326218,0.07326218,1
7423988,0.07423988000000001,2
7426342,0.07426342,2
7442771,0.07442771000000001,2
7445743,0.07445743,2
7459899,0.07459899,1
7471794,0.07471794,1
7479772,0.07479772,1
7481049,0.07481049000000001,2
7482655,0.07482655,2
7492658,0.07492658,1
7511897,0.07511897000000001,1
7530255,0.07530255,4
7533090,0.0753309,2
7540435,0.07540435,2
7564327,0.07564327,3
7573295,0.07573295000000001,2
7611741,0.07611741,2
7623497,0.07623497,1
7640496,0.07640496000000001,1
7642272,0.07642272,1
7645262,0.07645262,1
7652918,0.07652918,2
7672137,0.07672137,1
7747605,0.07747605,1
7761821,0.07761821,1
7762779,0.07762779,2
7781834,0.07781834,1
7798630,0.07798630000000001,4
7817181,0.07817181000000001,4
7818004,0.07818004,4
7827600,0.078276,2
7841800,0.078418,1
7852785,0.07852785,1
7874445,0.07874445000000001,3
7879003,0.07879003,1
7879890,0.0787989,1
7880894,0.07880894000000001,1
7917239,0.07917239,1
7940013,0.07940013,3
7977447,0.07977447,1
8005219,0.08005219,1
8023983,0.08023983,2
8036330,0.0803633,4
8090309,0.08090309,3
8096224,0.08096224,1
8120481,0.08120481,1
8167536,0.08167536,1
8182745,0.08182745,1
8262522,0.08262522,3
8279634,0.08279634,1
8283613,0.08283613000000001,2
8294303,0.08294303,1
8343070,0.0834307,3
8353583,0.08353583,2
8365503,0.08365503,2
8382145,0.08382145,2
8382699,0.08382699,2
8394521,0.08394521,2
8433171,0.08433171,1
8435697,0.08435697,2
8451913,0.08451913,2
8495909,0.08495909,4
8505696,0.08505696,2
8524869,0.08524869,1
8558541,0.08558541,3
8560882,0.08560882,2
8571323,0.08571323,2
8614539,0.08614539,1
8637463,0.08637463000000001,1
8655149,0.08655149000000001,1
8655532,0.08655532,2
8660140,0.0866014,3
8660808,0.08660808,1
8664626,0.08664626,3
8681548,0.08681548,1
8689820,0.0868982,1
8719602,0.08719602,3
8733996,0.08733996000000001,1
8743726,0.08743726,3
8752610,0.0875261,1
8753384,0.08753384,3
8756523,0.08756523000000001,3
8758230,0.0875823,3
8759412,0.08759412,2
8764113,0.08764113,1
8765365,0.08765365,3
8829756,0.08829756,2
8844403,0.08844403,2
8851008,0.08851008,3
8852602,0.08852602,1
8852650,0.08852650000000001,2
8853187,0.08853187,2
8899673,0.08899673,2
8900687,0.08900687,1
8916686,0.08916686,2
8927081,0.08927081,1
8933835,0.08933835,1
8936595,0.08936595,1
8974963,0.08974963,1
9024196,0.09024196,4
9027903,0.09027903,2
9033596,0.09033596,1
9037562,0.09037562,1
9040459,0.09040459,1
9042531,0.09042531000000001,2
9047429,0.09047429,3
9061968,0.09061968000000001,2
9073458,0.09073458,3
9092887,0.09092887,2
9097941,0.09097941,1
9149892,0.09149892,4
9168547,0.09168547,4
9179013,0.09179013,1
9183646,0.09183646000000001,1
9187398,0.09187398000000001,1
9196542,0.09196542,1
9211462,0.09211462000000001,2
9223724,0.09223724,1
9234167,0.09234167,4
9234881,0.09234881,4
9238970,0.0923897,3
9269857,0.09269857000000001,2
9281669,0.09281669000000001,1
9298043,0.09298043,2
9308696,0.09308696,2
9316804,0.09316804000000001,2
9373955,0.09373955,4
9390519,0.09390519,1
9393650,0.0939365,1
9397314,0.09397314,1
9398421,0.09398421,1
9429970,0.0942997,2
9439334,0.09439334,1
9446614,0.09446614,3
9449206,0.09449206,1
9515097,0.09515097,2
9520478,0.09520478,3
9527836,0.09527836,3
9532649,0.09532649,1
9542773,0.09542773,4
9550839,0.09550839,1
9566078,0.09566078,3
9577376,0.09577376,1
9604785,0.09604785,1
9606144,0.09606144,1
9608380,0.0960838,3
9608664,0.09608664,1
9618520,0.0961852,2
9620957,0.09620957000000001,2
9679104,0.09679104000000001,2
9713901,0.09713901,1
9730672,0.09730672,2
9741347,0.09741347,1
9766152,0.09766152,3
9780138,0.09780138000000001,1
9788711,0.09788711,1
9790843,0.09790843,4
9794780,0.0979478,1
9795942,0.09795942,1
9800316,0.09800316,4
9818634,0.09818634,2
9820177,0.09820177000000001,2
9821459,0.09821459,3
9824298,0.09824298000000001,3
9826330,0.0982633,1
9830444,0.09830444,2
9845500,0.098455,2
9849527,0.09849527,1
9871405,0.09871405,3
9881516,0.09881516,1
9888019,0.09888019,1
9890445,0.09890445,4
10031227,0.10031227000000001,3
10032622,0.10032622000000001,1
10100993,0.10100993,1
10115035,0.10115035,1
10121958,0.10121958,2
10162471,0.10162471000000001,1
10178529,0.10178529,2
10181387,0.10181387,2
10190963,0.10190963,2
10206871,0.10206871,2
10213520,0.1021352,4
10227585,0.10227585,2
10228286,0.10228286,1
10232329,0.10232329,2
10259776,0.10259776,4
10262212,0.10262212,1
10272423,0.10272423,2
10274923,0.10274923,1
10288571,0.10288571,1
10290925,0.10290925000000001,2
10298287,0.10298287,1
10304535,0.10304535000000001,3
10306950,0.10306950000000001,2
10399645,0.10399645,1
10403219,0.10403219,2
10404985,0.10404985,1
10466919,0.10466919,2
10477402,0.10477402,1
10491345,0.10491345,1
10506685,0.10506685,1
10532014,0.10532014,2
10535280,0.1053528,2
10538268,0.10538268,4
10538447,0.10538447000000001,4
10538560,0.1053856,4
10543749,0.10543749000000001,2
10619261,0.10619261,1
10623555,0.10623555,1
10624511,0.10624511,4
10631354,0.10631354,4
10632225,0.10632225000000001,1
10634141,0.10634141,1
10643424,0.10643424,1
10679832,0.10679832,1
10714048,0.10714048,1
10760062,0.10760062000000001,1
10766421,0.10766421,1
10773067,0.10773067,4
10779563,0.10779563,3
10782983,0.10782983,3
10784690,0.1078469,4
10795247,0.10795247000000001,2
10811906,0.10811906,1
10819276,0.10819276,3
10825974,0.10825974000000001,2
10860137,0.10860137,1
10860360,0.10860360000000001,1
10861992,0.10861992000000001,1
10914973,0.10914973,2
10922950,0.10922950000000001,1
10923390,0.10923390000000001,1
10927484,0.10927484,1
10932894,0.10932894,1
10958115,0.10958115,2
10995055,0.10995055000000001,3
11006732,0.11006732,1
11008199,0.11008199,1
11030889,0.11030889,3
11066081,0.11066081,4
11088099,0.11088099,1
11089778,0.11089778,1
11165552,0.11165552000000001,3
11167679,0.11167679,2
11171349,0.11171349,3
11173556,0.11173556,4
11173694,0.11173694,1
11187106,0.11187106000000001,2
11216421,0.11216421,1
11236006,0.11236006,2
11257189,0.11257189000000001,2
11257405,0.11257405000000001,3
11263909,0.11263909,4
11265703,0.11265703,1
11283247,0.11283247,4
11291805,0.11291805,3
11293199,0.11293199,3
11297390,0.1129739,2
11302205,0.11302205,1
11302835,0.11302835,3
11302998,0.11302998,3
11304115,0.11304115,2
11333092,0.11333092,2
11334563,0.11334563,4
11342256,0.11342256,3
11361212,0.11361212,1
11364112,0.11364112,3
11366282,0.11366282,1
11367137,0.11367137000000001,4
11377188,0.11377188,1
11386959,0.11386959,1
11397639,0.11397639,4
11434736,0.11434736000000001,1
11436234,0.11436234,2
11454878,0.11454878,1
11479232,0.11479232,1
11481835,0.11481835,3
11494787,0.11494787000000001,4
11509034,0.11509034,1
11512449,0.11512449,1
11513314,0.11513314000000001,3
11513687,0.11513687,2
11515027,0.11515027,2
11524277,0.11524277000000001,1
11526725,0.11526725,1
11533028,0.11533028000000001,1
11613118,0.11613118,1
11622348,0.11622348,4
11623482,0.11623482,1
11639572,0.11639572000000001,2
11645598,0.11645598,4
11659135,0.11659135,3
11674512,0.11674512000000001,2
11678388,0.11678388,2
11706429,0.11706429,2
11729699,0.11729699,1
11729775,0.11729775,2
11759275,0.11759275,1
11781002,0.11781002,1
11804937,0.11804937,1
11812446,0.11812446,1
11816141,0.11816141000000001,1
11826683,0.11826683,1
11839219,0.11839219000000001,1
11911227,0.11911227,1
11915630,0.1191563,1
11916760,0.1191676,1
11938826,0.11938826,1
11944444,0.11944444,3
11961341,0.11961341,2
11969922,0.11969922000000001,1
11975741,0.11975741000000001,1
11984178,0.11984178000000001,2
11988030,0.11988030000000001,3
12032796,0.12032796,1
12043122,0.12043122,3
12048458,0.12048458000000001,1
12066158,0.12066158,1
12093944,0.12093944000000001,1
12094763,0.12094763,3
12103689,0.12103689000000001,2
12124643,0.12124643,1
12140030,0.1214003,1
12145318,0.12145318000000001,1
12148914,0.12148914000000001,4
12156789,0.12156789,1
12161040,0.12161040000000001,2
12167176,0.12167176,2
12186121,0.12186121,1
12229978,0.12229978,4
12235188,0.12235188,4
12358245,0.12358245,1
12358305,0.12358305,2
12373489,0.12373489,1
12395884,0.12395884,1
12413236,0.12413236,2
12452955,0.12452955,2
12456511,0.12456511,1
12469507,0.12469507,2
12533296,0.12533296,2
12533317,0.12533317,3
12549302,0.12549302,2
12568493,0.12568493,2
12574404,0.12574404,4
12593877,0.12593877,1
12728284,0.12728284,3
12735040,0.1273504,3
12773496,0.12773496,3
12781172,0.12781172,3
12784519,0.12784519,2
12799344,0.12799344,3
12800266,0.12800266,2
12808328,0.12808328,1
12815002,0.12815002,1
12827693,0.12827693,1
12842088,0.12842088000000002,2
12881504,0.12881504,1
12889140,0.1288914,1
12910996,0.12910996,2
12915036,0.12915036,4
12917604,0.12917604,1
12920253,0.12920253,1
12930425,0.12930425,2
12933214,0.12933214,1
12945091,0.12945091,2
12945520,0.1294552,3
12976266,0.12976266,1
12980362,0.12980362,1
12996907,0.12996907,1
13010196,0.13010196000000002,4
13018297,0.13018297,2
13052215,0.13052215,1
13055092,0.13055092000000001,2
13064675,0.13064675,1
13075913,0.13075913,2
13077378,0.13077378,2
13097018,0.13097018,1
13120925,0.13120925,1
13126845,0.13126845,2
13135776,0.13135776,4
13138139,0.13138139000000001,1
13139788,0.13139788,4
13139879,0.13139879000000002,4
13171095,0.13171095,1
13171331,0.13171331,1
13203584,0.13203584000000002,4
13246972,0.13246972,1
13255841,0.13255841000000002,1
13258446,0.13258446000000002,2
13260546,0.13260546,3
13264117,0.13264117,2
13326310,0.1332631,1
13371498,0.13371498,2
13373522,0.13373522000000002,3
13386141,0.13386141000000001,1
13408268,0.13408268,1
13425588,0.13425588,2
13436740,0.1343674,1
13447040,0.1344704,1
13451029,0.13451029,2
13455540,0.1345554,3
13459691,0.13459691000000001,4
13487094,0.13487094,2
13492794,0.13492794,3
13506483,0.13506483,3
13528759,0.13528759,1
13540567,0.13540567,1
13542548,0.13542548000000001,1
13545458,0.13545458,4
13546968,0.13546968,1
13556633,0.13556633,1
13590412,0.13590412,1
13591512,0.13591512,4
13601737,0.13601737,2
13602763,0.13602763,3
13607769,0.13607769,3
13613978,0.13613978000000002,2
13663389,0.13663389,2
13674552,0.13674552,2
13695423,0.13695423,1
13701916,0.13701916,1
13724445,0.13724445,2
13781401,0.13781401000000001,3
13829675,0.13829675,2
13881371,0.13881371,2
13887354,0.13887354,2
13910007,0.13910007,1
13920708,0.13920708,3
13934933,0.13934933,4
13938128,0.13938128,2
13953744,0.13953744,1
13959350,0.1395935,2
13962378,0.13962378,3
13965218,0.13965218000000001,1
13972994,0.13972994,1
14052086,0.14052086,1
14083174,0.14083174,1
14098943,0.14098943,2
14102425,0.14102425,2
14110987,0.14110987,4
14115600,0.141156,1
14118713,0.14118713,1
14128129,0.14128129,2
14133048,0.14133048,1
14138426,0.14138426,1
14253727,0.14253727,3
14259406,0.14259406,1
14260077,0.14260077000000002,3
14292151,0.14292151,1
14308880,0.14308880000000002,1
14353303,0.14353303,1
14375460,0.1437546,1
14394197,0.14394197,4
14407759,0.14407759,3
14416693,0.14416693,3
14445507,0.14445507,4
14476487,0.14476487,4
14501676,0.14501676,1
14517379,0.14517379,4
14526237,0.14526237,3
14531325,0.14531325,1
14564109,0.14564109,1
14567771,0.14567771000000002,2
14579575,0.14579575,1
14580637,0.14580637,2
14592662,0.14592662,1
14608389,0.14608389,3
14621152,0.14621152,1
14637520,0.1463752,1
14640697,0.14640697,1
14644615,0.14644615,1
14697238,0.14697238,4
14722353,0.14722353,1
14773153,0.14773153,1
14775390,0.1477539,1
14780058,0.14780058000000001,1
14808464,0.14808464,3
14818474,0.14818474,2
14819202,0.14819202,2
14853287,0.14853287,3
14862783,0.14862783000000002,1
14901673,0.14901673000000001,1
14908711,0.14908711,2
14939190,0.1493919,1
14990288,0.14990288000000002,1
14991064,0.14991064,1
14994835,0.14994835,1
15001759,0.15001759,3
15009184,0.15009184,4
15016318,0.15016318,1
15018479,0.15018479,1
15021585,0.15021585,2
15036686,0.15036686,4
15133462,0.15133462,2
15148279,0.15148279,1
15153530,0.1515353,1
15156682,0.15156682,1
15159641,0.15159641000000001,1
15167195,0.15167195,2
15177597,0.15177597,1
15216030,0.1521603,2
15246555,0.15246555,1
15251399,0.15251399000000002,1
15265645,0.15265645,2
15271337,0.15271337000000001,4
15280021,0.15280021,3
15300157,0.15300157,1
15302388,0.15302388,2
15304655,0.15304655,1
15306326,0.15306326,3
15307541,0.15307541,1
15325654,0.15325654,2
15344098,0.15344098,2
15362918,0.15362918,2
15378987,0.15378987,1
15384928,0.15384928,3
15416191,0.15416191,1
15432408,0.15432408,3
15444983,0.15444983,3
15451683,0.15451683,2
15480896,0.15480896,2
15500289,0.15500289,3
15520249,0.15520249,1
15558259,0.15558259,1
15566462,0.15566462,3
15572751,0.15572751,1
15601676,0.15601676,3
15601926,0.15601926,2
15643691,0.15643691,1
15675811,0.15675811,2
15678425,0.15678425000000001,3
15689855,0.15689855,1
15701622,0.15701622,3
15705078,0.15705078,1
15744571,0.15744571000000002,1
15792099,0.15792099,1
15797328,0.15797328,4
15888251,0.15888251,1
15916890,0.1591689,1
15919811,0.15919811,1
15991509,0.15991509,2
16017337,0.16017337,3
16040531,0.16040531,1
16046133,0.16046133,1
16064103,0.16064103,1
16070232,0.16070232,1
16089423,0.16089423,1
16109490,0.1610949,1
16113730,0.1611373,2
16130957,0.16130957,1
16172767,0.16172767,1
16196485,0.16196485,1
16198922,0.16198922000000002,1
16215803,0.16215803,1
16216686,0.16216686,4
16225815,0.16225815,1
16258971,0.16258971,2
16313084,0.16313084,2
16327113,0.16327113000000001,1
16328928,0.16328928,4
16334673,0.16334673,1
16348945,0.16348945,4
16350114,0.16350114000000002,4
16364217,0.16364217,4
16367195,0.16367195,2
16387293,0.16387293,1
16395495,0.16395495000000002,1
16398071,0.16398071,1
16403545,0.16403545,1
16403750,0.1640375,2
16404970,0.1640497,1
16406664,0.16406664,1
16408371,0.16408371,1
16418230,0.1641823,2
16440264,0.16440264000000002,3
16447387,0.16447387,1
16452111,0.16452111,1
16456410,0.1645641,3
16468142,0.16468142,1
16481546,0.16481546,4
16510962,0.16510962,4
16510981,0.16510981,1
16566973,0.16566973000000002,1
16573069,0.16573069,1
16580173,0.16580173,4
16597754,0.16597754,1
16597828,0.16597828,1
16625940,0.1662594,2
16673512,0.16673512000000001,2
16682162,0.16682162,1
16683555,0.16683555,1
16719572,0.16719572,1
16723158,0.16723158,2
16747820,0.1674782,4
16754731,0.16754731,3
16771599,0.16771599,3
16783928,0.16783928,1
16820687,0.16820687,2
16859567,0.16859567,1
16883766,0.16883766,1
16884066,0.16884066,1
16889350,0.1688935,2
16892707,0.16892707,2
16893996,0.16893996,2
16915610,0.1691561,1
16925845,0.16925845,1
16933530,0.1693353,3
16945917,0.16945917,1
16980221,0.16980221,4
17030346,0.17030346,1
17032692,0.17032692,3
17038875,0.17038875,4
17052868,0.17052868000000002,1
17054116,0.17054116,2
17059761,0.17059761,2
17077027,0.17077027,1
17083689,0.17083689,2
17110231,0.17110231,3
17134100,0.171341,1
17156194,0.17156194,1
17168581,0.17168581,1
17172512,0.17172512,1
17176956,0.17176956000000002,1
17190762,0.17190762,1
17201850,0.1720185,3
17217082,0.17217082,1
17247217,0.17247217,2
17257125,0.17257125,1
17290193,0.17290193,3
17298545,0.17298545,4
17298554,0.17298554,1
17327856,0.17327856,1
17339872,0.17339872,1
17393966,0.17393966,3
17416801,0.17416801,2
17424566,0.17424566,1
17434736,0.17434736,2
17465288,0.17465288,2
17478970,0.1747897,2
17507174,0.17507174,1
17509185,0.17509185,2
17559702,0.17559702,1
17562612,0.17562612,3
17578980,0.1757898,1
17606841,0.17606841,1
17612825,0.17612825000000001,1
17639957,0.17639957,1
17649334,0.17649334,2
17663257,0.17663257000000002,2
17676346,0.17676346,1
17684304,0.17684304,1
17691115,0.17691115000000002,1
17714093,0.17714093,1
17753817,0.17753817,4
17776390,0.1777639,3
17779173,0.17779173,1
17794023,0.17794023,4
17806727,0.17806727,3
17849768,0.17849768,1
17865327,0.17865327,1
17865418,0.17865418,3
17879487,0.17879487,3
17887006,0.17887006,2
17908577,0.17908577,2
17909594,0.17909594,2
17917020,0.1791702,1
17925959,0.17925959,1
17941034,0.17941034,2
17945784,0.17945784,2
17969014,0.17969014,2
18013703,0.18013703,1
18027087,0.18027087,1
18027569,0.18027569000000002,4
18033724,0.18033724,4
18037607,0.18037607,1
18065224,0.18065224,1
18114795,0.18114795,3
18116414,0.18116414,2
18137989,0.18137989000000002,2
18166018,0.18166018,2
18181565,0.18181565,4
18187484,0.18187484,2
18188165,0.18188165,2
18188496,0.18188496,1
18215425,0.18215425000000002,1
18254345,0.18254345,4
18255137,0.18255137,2
18311164,0.18311164,4
18329749,0.18329749,4
18392994,0.18392994000000001,2
18394209,0.18394209,1
18394425,0.18394425,2
18403041,0.18403041,1
18439637,0.18439637,2
18442467,0.18442467,2
18443918,0.18443918,2
18479717,0.18479717,2
18491317,0.18491317000000002,2
18491822,0.18491822,2
18519646,0.18519646,2
18559072,0.18559072000000001,1
18565719,0.18565719,3
18576463,0.18576463000000001,4
18587154,0.18587154,4
18629412,0.18629412,1
18641815,0.18641815,1
18643089,0.18643089000000002,1
18646948,0.18646948,3
18653197,0.18653197,3
18662286,0.18662286,2
18665185,0.18665185,1
18696346,0.18696346,2
18802330,0.1880233,3
18809499,0.18809499000000002,3
18816778,0.18816778,2
18837088,0.18837088,1
18842653,0.18842653,4
18871951,0.18871951,1
